Alfa Caps,https://www.medindia.net/drug-price/alfacalcidol/alfa-caps.htm
Alfa D3 (0.25 mcg),https://www.medindia.net/drug-price/alfacalcidol/alfa-d3-0-25-mcg.htm
Alfa D3 (1 mcg),https://www.medindia.net/drug-price/alfacalcidol/alfa-d3-1-mcg.htm
Alfa-03 (0.25mcg),https://www.medindia.net/drug-price/alfacalcidol/alfa-03-0-25mcg.htm
Alfa-03 (1mcg),https://www.medindia.net/drug-price/alfacalcidol/alfa-03-1mcg.htm
Alfabol Cap,https://www.medindia.net/drug-price/alfacalcidol/alfabol-cap.htm
Alfabond,https://www.medindia.net/drug-price/alfacalcidol/alfabond.htm
Alfacal,https://www.medindia.net/drug-price/alfacalcidol/alfacal.htm
Alfacal (0.25mcg),https://www.medindia.net/drug-price/alfacalcidol/alfacal-0-25mcg.htm
Alfacal (0.5 mcg),https://www.medindia.net/drug-price/alfacalcidol/alfacal-0-5-mcg.htm
Alfacal (0.5mcg),https://www.medindia.net/drug-price/alfacalcidol/alfacal-0-5mcg.htm
Alfacal Plus (0.25mcg/200mg),https://www.medindia.net/drug-price/alfacalcidol/alfacal-plus-0-25mcg-200mg.htm
Alfacalcirol,https://www.medindia.net/drug-price/alfacalcidol/alfacalcirol.htm
Alfacip,https://www.medindia.net/drug-price/alfacalcidol/alfacip.htm
Alfacip (1 mcg),https://www.medindia.net/drug-price/alfacalcidol/alfacip-1-mcg.htm
Alfarich,https://www.medindia.net/drug-price/alfacalcidol/alfarich.htm
Allnet (0.25mg/500mg),https://www.medindia.net/drug-price/alfacalcidol/allnet-0-25mg-500mg.htm
Alpha Calcirol,https://www.medindia.net/drug-price/alfacalcidol/alpha-calcirol.htm
Alpha D3,https://www.medindia.net/drug-price/alfacalcidol/alpha-d3.htm
Alpha D3 (0.5 mcg),https://www.medindia.net/drug-price/alfacalcidol/alpha-d3-0-5-mcg.htm
Alpha D3 (1 mcg),https://www.medindia.net/drug-price/alfacalcidol/alpha-d3-1-mcg.htm
Alphadol (0.25 mcg),https://www.medindia.net/drug-price/alfacalcidol/alphadol-0-25-mcg.htm
Alphadol (1 mcg),https://www.medindia.net/drug-price/alfacalcidol/alphadol-1-mcg.htm
Calcit Sg,https://www.medindia.net/drug-price/alfacalcidol/calcit-sg.htm
Calcit-SG (0.25mcg),https://www.medindia.net/drug-price/alfacalcidol/calcit-sg-0-25mcg.htm
Calfa D,https://www.medindia.net/drug-price/alfacalcidol/calfa-d.htm
Chromifem,https://www.medindia.net/drug-price/alfacalcidol/chromifem-500mcg-0-5mcg-600mg-1mg.htm
Cidocal (0.25mcg/250mg),https://www.medindia.net/drug-price/alfacalcidol/cidocal-0-25mcg-250mg.htm
GR -Alpha,https://www.medindia.net/drug-price/alfacalcidol/gr-alpha.htm
GR-Alfa (0.25mcg),https://www.medindia.net/drug-price/alfacalcidol/gr-alfa-0-25mcg.htm
Intradol (0.25mcg/200mg),https://www.medindia.net/drug-price/alfacalcidol/intradol-0-25mcg-200mg.htm
Minroset,https://www.medindia.net/drug-price/alfacalcidol/minroset.htm
Minroset (0.25mcg),https://www.medindia.net/drug-price/alfacalcidol/minroset-0-25mcg.htm
Minroset-C (0.25mcg/500mg),https://www.medindia.net/drug-price/alfacalcidol/minroset-c-0-25mcg-500mg.htm
OB-Cal A (250mcg/0.25mcg),https://www.medindia.net/drug-price/alfacalcidol/ob-cal-a-250mcg-0-25mcg.htm
One Alpha (0.25mcg),https://www.medindia.net/drug-price/alfacalcidol/one-alpha-0-25mcg.htm
One Alpha (0.25mcg),https://www.medindia.net/drug-price/alfacalcidol/one-alpha-0-25mcg.htm
One Alpha (1 mcg),https://www.medindia.net/drug-price/alfacalcidol/one-alpha-1-mcg.htm
One Alpha (1mcg),https://www.medindia.net/drug-price/alfacalcidol/one-alpha-1mcg.htm
Ovasafe ,https://www.medindia.net/drug-price/alfacalcidol/ovasafe-600mg-8mg-500mcg-50mg-12-5mg-1mg-0-5mcg-25mg-10mg-10mg-100mcg-50mcg-1-5mg-1-5mg-5mcg-9mg.htm
Qtr -Alfa,https://www.medindia.net/drug-price/alfacalcidol/qtr-alfa.htm
Refirm (0.25mcg/300mg/500mg),https://www.medindia.net/drug-price/alfacalcidol/refirm-0-25mcg-300mg-500mg.htm
Rical-Alfa (0.25mcg/500mg),https://www.medindia.net/drug-price/alfacalcidol/rical-alfa-0-25mcg-500mg.htm
Vitalpha,https://www.medindia.net/drug-price/alfacalcidol/vitalpha.htm
Vitalpha (1 mcg),https://www.medindia.net/drug-price/alfacalcidol/vitalpha-1-mcg.htm
Vitalpha-C (0.25mcg/1000mg),https://www.medindia.net/drug-price/alfacalcidol/vitalpha-c-0-25mcg-1000mg.htm
Zaxial,https://www.medindia.net/drug-price/alfacalcidol/zaxial.htm
